epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,405.044,1.6064,1.62799,1.5615,0.68288,0.56275,0.61669,0.28737,1.19224,2.83998,1.14572,0.0017426,0.0017426,0.0017426
15,433.396,1.58342,1.60461,1.55283,0.7311,0.60196,0.66903,0.3258,1.18021,1.91059,1.1345,0.0017228,0.0017228,0.0017228
16,461.694,1.57907,1.57143,1.54698,0.76285,0.61569,0.69491,0.33663,1.16305,1.3585,1.10981,0.001703,0.001703,0.001703
17,490.086,1.57223,1.54906,1.54953,0.74353,0.56278,0.64089,0.29862,1.23508,3.2103,1.1489,0.0016832,0.0016832,0.0016832
18,518.984,1.54843,1.55816,1.53307,0.75842,0.56018,0.65674,0.33142,1.15258,3.30747,1.09122,0.0016634,0.0016634,0.0016634
19,547.413,1.55392,1.5324,1.53258,0.7622,0.59076,0.67827,0.32076,1.21349,1.2452,1.11077,0.0016436,0.0016436,0.0016436
20,575.633,1.5384,1.51176,1.51571,0.70116,0.62568,0.68299,0.34869,1.14103,2.34962,1.07402,0.0016238,0.0016238,0.0016238
21,603.936,1.53418,1.48161,1.51652,0.76415,0.62895,0.70703,0.35525,1.14508,1.56555,1.08122,0.001604,0.001604,0.001604
22,632.768,1.53452,1.49407,1.51164,0.76841,0.62457,0.71122,0.36455,1.12292,2.88308,1.06923,0.0015842,0.0015842,0.0015842
23,661.15,1.53655,1.47455,1.51584,0.69855,0.58235,0.65744,0.32652,1.16783,1.77552,1.09628,0.0015644,0.0015644,0.0015644
24,690.041,1.50503,1.43565,1.4941,0.75583,0.64314,0.70987,0.35864,1.13497,2.1393,1.07546,0.0015446,0.0015446,0.0015446
25,718.319,1.50558,1.43648,1.49051,0.7522,0.62496,0.71386,0.35761,1.12533,1.41331,1.06146,0.0015248,0.0015248,0.0015248
26,746.637,1.51222,1.42682,1.49583,0.8361,0.60015,0.72602,0.36657,1.09936,1.45118,1.05339,0.001505,0.001505,0.001505
27,775.145,1.4926,1.42153,1.49049,0.79613,0.67381,0.75659,0.37907,1.10409,2.07526,1.05427,0.0014852,0.0014852,0.0014852
28,803.647,1.48942,1.40368,1.48019,0.78324,0.60222,0.71773,0.36582,1.12249,1.84884,1.07819,0.0014654,0.0014654,0.0014654
29,831.903,1.47046,1.37088,1.47153,0.81495,0.66275,0.75323,0.38787,1.09748,1.37198,1.0432,0.0014456,0.0014456,0.0014456
30,860.592,1.464,1.35355,1.45846,0.71579,0.67255,0.72321,0.37416,1.13468,1.90409,1.05494,0.0014258,0.0014258,0.0014258
31,888.786,1.45328,1.33516,1.45423,0.78234,0.66667,0.74206,0.37637,1.1246,1.67967,1.05799,0.001406,0.001406,0.001406
32,917.143,1.4597,1.34746,1.4592,0.76094,0.68653,0.74938,0.38285,1.1322,2.1948,1.06279,0.0013862,0.0013862,0.0013862
33,945.311,1.44799,1.33053,1.46244,0.75736,0.66078,0.74131,0.37179,1.1488,1.85127,1.08922,0.0013664,0.0013664,0.0013664
34,973.917,1.45001,1.30969,1.45634,0.78854,0.6902,0.75455,0.39217,1.1038,1.98493,1.04155,0.0013466,0.0013466,0.0013466
35,1002.56,1.43918,1.29188,1.44601,0.74898,0.65882,0.74404,0.38503,1.07515,1.78015,1.02521,0.0013268,0.0013268,0.0013268
36,1031.32,1.43817,1.28707,1.43585,0.76877,0.73725,0.7685,0.40307,1.09301,1.14962,1.02329,0.001307,0.001307,0.001307
37,1059.96,1.43793,1.30891,1.44749,0.85696,0.6451,0.76935,0.40215,1.09599,1.26039,1.02791,0.0012872,0.0012872,0.0012872
38,1088.35,1.41687,1.24557,1.43748,0.74589,0.68235,0.75235,0.40549,1.09923,1.36097,1.05372,0.0012674,0.0012674,0.0012674
39,1116.9,1.41287,1.25712,1.42296,0.80415,0.71654,0.7895,0.42469,1.085,1.55891,1.03235,0.0012476,0.0012476,0.0012476
40,1145.28,1.41282,1.24868,1.42257,0.79703,0.70784,0.79517,0.42029,1.06441,0.98944,1.02779,0.0012278,0.0012278,0.0012278
41,1173.43,1.41542,1.24405,1.43068,0.78981,0.69258,0.77278,0.40711,1.08963,1.02354,1.03883,0.001208,0.001208,0.001208
42,1202.16,1.39839,1.23207,1.41955,0.75793,0.73137,0.78385,0.41718,1.07171,1.03697,1.03896,0.0011882,0.0011882,0.0011882
43,1230.41,1.4023,1.23914,1.42122,0.89086,0.64314,0.79736,0.42104,1.06996,1.07149,1.01326,0.0011684,0.0011684,0.0011684
44,1258.77,1.39903,1.22275,1.41239,0.83348,0.72745,0.80519,0.42107,1.09773,1.58998,1.04965,0.0011486,0.0011486,0.0011486
45,1286.92,1.38365,1.20465,1.41053,0.74668,0.76471,0.80106,0.41907,1.08829,1.58871,1.03856,0.0011288,0.0011288,0.0011288
46,1315.08,1.36158,1.18299,1.38998,0.82509,0.68445,0.78538,0.41226,1.08688,1.15822,1.04222,0.001109,0.001109,0.001109
47,1343.48,1.3776,1.16709,1.39741,0.84328,0.66467,0.77756,0.41778,1.067,1.35783,1.03754,0.0010892,0.0010892,0.0010892
48,1372.04,1.37408,1.1894,1.40628,0.84911,0.6902,0.80121,0.42966,1.06694,1.3967,1.02242,0.0010694,0.0010694,0.0010694
49,1400.46,1.36419,1.15607,1.39766,0.81082,0.66392,0.77393,0.41658,1.08864,1.5303,1.05061,0.0010496,0.0010496,0.0010496
50,1428.73,1.34818,1.14953,1.37903,0.84681,0.69608,0.79327,0.42901,1.06422,1.35756,1.02828,0.0010298,0.0010298,0.0010298
51,1457.05,1.33325,1.14006,1.38043,0.8494,0.71569,0.80874,0.44446,1.03388,1.40426,1.00857,0.00101,0.00101,0.00101
52,1485.55,1.33031,1.13205,1.36355,0.81022,0.6613,0.7591,0.41296,1.05909,1.88528,1.0276,0.0009902,0.0009902,0.0009902
53,1513.88,1.35887,1.14475,1.38722,0.8193,0.72013,0.80548,0.43102,1.05043,1.02164,1.03838,0.0009704,0.0009704,0.0009704
54,1542.27,1.33658,1.12908,1.37945,0.82004,0.69691,0.78711,0.42391,1.08639,1.26604,1.03778,0.0009506,0.0009506,0.0009506
55,1570.56,1.3266,1.12407,1.36881,0.82324,0.72549,0.80528,0.43045,1.0568,1.28828,1.02286,0.0009308,0.0009308,0.0009308
56,1599.05,1.3297,1.11322,1.37175,0.87156,0.70196,0.81628,0.43644,1.05869,1.60583,1.03046,0.000911,0.000911,0.000911
57,1627.37,1.31093,1.09607,1.36226,0.85739,0.73088,0.81272,0.43383,1.05818,1.3887,1.03588,0.0008912,0.0008912,0.0008912
58,1655.69,1.30613,1.06761,1.35275,0.78269,0.74155,0.80538,0.42954,1.05472,1.03523,1.03033,0.0008714,0.0008714,0.0008714
59,1683.89,1.31683,1.06299,1.35543,0.85295,0.73137,0.80486,0.43215,1.07742,1.21021,1.04815,0.0008516,0.0008516,0.0008516
60,1712.74,1.29405,1.05964,1.3492,0.84877,0.6902,0.7897,0.41974,1.06875,2.02621,1.03694,0.0008318,0.0008318,0.0008318
61,1740.88,1.29884,1.04856,1.3525,0.84638,0.70784,0.79644,0.43199,1.0392,1.14971,1.03646,0.000812,0.000812,0.000812
62,1769.12,1.3096,1.06968,1.34974,0.84434,0.7098,0.8051,0.43493,1.06082,1.53484,1.03609,0.0007922,0.0007922,0.0007922
63,1798.06,1.28606,1.04723,1.33073,0.83888,0.69412,0.799,0.43793,1.06468,1.51038,1.02881,0.0007724,0.0007724,0.0007724
64,1826.74,1.29991,1.03533,1.34411,0.85712,0.70784,0.81316,0.43403,1.05376,1.3899,1.02303,0.0007526,0.0007526,0.0007526
65,1856.23,1.27293,1.03685,1.33905,0.8528,0.72704,0.8104,0.44635,1.02915,1.26381,1.01842,0.0007328,0.0007328,0.0007328
66,1886.4,1.2786,1.02507,1.33467,0.86346,0.70678,0.80172,0.44063,1.04581,1.17385,1.01598,0.000713,0.000713,0.000713
67,1916.23,1.25999,1.01214,1.32569,0.85001,0.72228,0.79435,0.43836,1.04138,1.60494,1.01446,0.0006932,0.0006932,0.0006932
68,1945.86,1.26195,1.00876,1.31901,0.86164,0.72353,0.82161,0.441,1.03099,1.71063,1.00993,0.0006734,0.0006734,0.0006734
69,1975.37,1.2624,1.02687,1.33294,0.86439,0.72157,0.81161,0.44477,1.03779,1.20554,1.01118,0.0006536,0.0006536,0.0006536
70,2005.13,1.26654,1.00395,1.3256,0.8676,0.73237,0.81916,0.44569,1.03791,1.10156,1.01368,0.0006338,0.0006338,0.0006338
71,2034.88,1.24991,0.99851,1.31511,0.85548,0.74285,0.81413,0.45254,1.02349,1.41526,0.99962,0.000614,0.000614,0.000614
72,2065.05,1.24761,0.99,1.31777,0.86401,0.71765,0.80977,0.44975,1.03485,1.35696,1.01515,0.0005942,0.0005942,0.0005942
73,2094.65,1.22998,0.97087,1.30312,0.88183,0.7,0.81204,0.45186,1.03777,1.38668,1.02786,0.0005744,0.0005744,0.0005744
74,2124.38,1.23975,0.97897,1.30786,0.82918,0.7424,0.81662,0.45428,1.0198,1.57596,1.01432,0.0005546,0.0005546,0.0005546
75,2154.17,1.22742,0.96973,1.30805,0.89472,0.71176,0.81963,0.45304,1.0237,1.41941,1.02011,0.0005348,0.0005348,0.0005348
76,2183.82,1.22692,0.95034,1.30415,0.88008,0.71373,0.81486,0.45467,1.02787,1.28853,1.01567,0.000515,0.000515,0.000515
77,2213.41,1.21374,0.96139,1.30415,0.87591,0.70784,0.81286,0.45447,1.03866,1.43488,1.02661,0.0004952,0.0004952,0.0004952
78,2243.59,1.23359,0.97707,1.30858,0.88553,0.71176,0.81735,0.45358,1.0382,1.44183,1.02045,0.0004754,0.0004754,0.0004754
79,2272.45,1.21565,0.9549,1.29871,0.86779,0.73333,0.81384,0.45438,1.0377,1.58167,1.0262,0.0004556,0.0004556,0.0004556
80,2300.94,1.21093,0.9515,1.29093,0.85577,0.73297,0.82269,0.45922,1.03696,1.4965,1.02018,0.0004358,0.0004358,0.0004358
81,2329.52,1.20843,0.93483,1.28918,0.8697,0.73137,0.83032,0.46132,1.02925,1.45158,1.01065,0.000416,0.000416,0.000416
82,2358.61,1.19467,0.93233,1.28084,0.88145,0.70784,0.82218,0.45595,1.04023,1.55849,1.0129,0.0003962,0.0003962,0.0003962
83,2387.36,1.19375,0.92993,1.27819,0.87758,0.71569,0.81972,0.45978,1.03653,1.48194,1.01502,0.0003764,0.0003764,0.0003764
84,2417.23,1.1848,0.91141,1.27993,0.88338,0.72353,0.82523,0.45958,1.03691,1.48001,1.01804,0.0003566,0.0003566,0.0003566
85,2446.61,1.20156,0.92605,1.28301,0.87094,0.72779,0.82655,0.4558,1.03962,1.43055,1.01749,0.0003368,0.0003368,0.0003368
86,2476.32,1.17964,0.901,1.27219,0.86809,0.72941,0.82585,0.45393,1.04756,1.55587,1.0238,0.000317,0.000317,0.000317
87,2505.61,1.18488,0.90296,1.27188,0.85769,0.72941,0.81238,0.45292,1.04818,1.49898,1.03063,0.0002972,0.0002972,0.0002972
88,2534.76,1.17691,0.89522,1.27194,0.85219,0.73484,0.81945,0.46023,1.04323,1.44545,1.03032,0.0002774,0.0002774,0.0002774
89,2563.99,1.16579,0.9074,1.26255,0.87556,0.71742,0.82148,0.45845,1.03906,1.49509,1.02777,0.0002576,0.0002576,0.0002576
90,2593.65,1.16983,0.88903,1.26655,0.82861,0.76783,0.81958,0.46095,1.02992,1.47903,1.01716,0.0002378,0.0002378,0.0002378
91,2623.65,1.12531,0.69335,1.23208,0.84634,0.72357,0.80679,0.45342,1.02339,1.80744,1.01477,0.000218,0.000218,0.000218
92,2652.92,1.09667,0.65712,1.21789,0.85752,0.72941,0.81496,0.45456,1.03078,1.68569,1.02033,0.0001982,0.0001982,0.0001982
93,2682.16,1.08487,0.63326,1.2107,0.84597,0.72549,0.81655,0.45321,1.03262,1.64583,1.02446,0.0001784,0.0001784,0.0001784
94,2711.34,1.06078,0.64276,1.19779,0.87099,0.71765,0.81963,0.45864,1.03152,1.66453,1.02309,0.0001586,0.0001586,0.0001586
95,2740.5,1.05093,0.61756,1.19007,0.85307,0.72857,0.81627,0.45307,1.03586,1.63578,1.02355,0.0001388,0.0001388,0.0001388
96,2769.98,1.04618,0.60482,1.18451,0.87105,0.71961,0.81502,0.45393,1.0441,1.62809,1.03153,0.000119,0.000119,0.000119
97,2799.16,1.04397,0.60545,1.18771,0.87528,0.71569,0.8187,0.45747,1.0389,1.596,1.03042,9.92e-05,9.92e-05,9.92e-05
98,2828.4,1.03675,0.598,1.18826,0.8512,0.73333,0.8197,0.4593,1.04127,1.60547,1.03494,7.94e-05,7.94e-05,7.94e-05
99,2857.59,1.04512,0.60387,1.19159,0.85475,0.73333,0.8171,0.45825,1.03933,1.62369,1.03317,5.96e-05,5.96e-05,5.96e-05
100,2886.79,1.02337,0.59924,1.18466,0.8522,0.73137,0.81521,0.45666,1.04115,1.6317,1.03259,3.98e-05,3.98e-05,3.98e-05
